query_name,         units,          long_name
OCEM002,            kg m-2 s-1,     Organic Carbon Emission Bin 002 
Var_OCEMBG,         kg m-2 s-1 kg m-2 s-1,Variance_of_OCEMBG
Var_OCEMAN,         kg m-2 s-1 kg m-2 s-1,Variance_of_OCEMAN
Var_SUEM001,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUEM001
OCWT001,            kg m-2 s-1,     Organic Carbon Wet Deposition Bin 001 
Var_SSDP002,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSDP002
Var_SSSV003,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSSV003
Var_SO2EMVE,        kg m-2 s-1 kg m-2 s-1,Variance_of_SO2EMVE
Var_SUSV001,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUSV001
Var_OCEMBF,         kg m-2 s-1 kg m-2 s-1,Variance_of_OCEMBF
SSSV003,            kg m-2 s-1,     Sea Salt Convective Scavenging Bin 003
Var_SUSD004,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUSD004
SUEM003,            kg m-2 s-1,     Sulfate Emission Bin 003 
Var_SSSV002,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSSV002
Var_OCSV001,        kg m-2 s-1 kg m-2 s-1,Variance_of_OCSV001
SUSD002,            kg m-2 s-1,     Sulfate Settling Bin 002 
SSSD005,            kg m-2 s-1,     Sea Salt Sedimentation Bin 005
BCEMBF,             kg m-2 s-1,     Black Carbon Biofuel Emissions
SUPSO2,             kg m-2 s-1,     SO2 Prod from DMS Oxidation [column] 
Var_BCEM001,        kg m-2 s-1 kg m-2 s-1,Variance_of_BCEM001
Var_SSWT002,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSWT002
Var_SSEXTTFM,       1 1,            Variance_of_SSEXTTFM
Var_DUSD001,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUSD001
Var_SUWT002,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUWT002
Var_DUSD005,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUSD005
DUEM001,            kg m-2 s-1,     Dust Emission Bin 001
DUSV001,            kg m-2 s-1,     Dust Convective Scavenging Bin 001
Var_DUEM005,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUEM005
OCHYPHIL,           kg m-2 s-1,     Organic Carbon Hydrophobic to Hydrophilic 
SUPSO4G,            kg m-2 s-1,     SO4 Prod from Gaseous SO2 Oxidation [column] 
BCEM001,            kg m-2 s-1,     Black Carbon Emission Bin 001
Var_SSEM004,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSEM004
OCEMBF,             kg m-2 s-1,     Organic Carbon Biofuel Emissions 
SUSD004,            kg m-2 s-1,     Sulfate Settling Bin 004 
OCSD001,            kg m-2 s-1,     Organic Carbon Sedimentation Bin 001 
DUWT003,            kg m-2 s-1,     Dust Wet Deposition Bin 003
OCDP002,            kg m-2 s-1,     Organic Carbon Dry Deposition Bin 002 
SUSD003,            kg m-2 s-1,     Sulfate Settling Bin 003 
DUDP001,            kg m-2 s-1,     Dust Dry Deposition Bin 001
Var_SUPMSA,         kg m-2 s-1 kg m-2 s-1,Variance_of_SUPMSA
BCSD002,            kg m-2 s-1,     Black Carbon Sedimentation Bin 002
SUSV004,            kg m-2 s-1,     Sulfate Convective Scavenging Bin 004 
SSSCATFM,           1,              Sea Salt Scattering AOT [550 nm] - PM 1.0 um
Var_OCSD001,        kg m-2 s-1 kg m-2 s-1,Variance_of_OCSD001
SUPMSA,             kg m-2 s-1,     MSA Prod from DMS Oxidation [column] 
DUSD005,            kg m-2 s-1,     Dust Sedimentation Bin 005
Var_BCWT001,        kg m-2 s-1 kg m-2 s-1,Variance_of_BCWT001
SSDP002,            kg m-2 s-1,     Sea Salt Dry Deposition Bin 002
BCSD001,            kg m-2 s-1,     Black Carbon Sedimentation Bin 001
DUWT001,            kg m-2 s-1,     Dust Wet Deposition Bin 001
Var_OCEM002,        kg m-2 s-1 kg m-2 s-1,Variance_of_OCEM002
Var_SO2EMBB,        kg m-2 s-1 kg m-2 s-1,Variance_of_SO2EMBB
Var_DUSD002,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUSD002
Var_BCSV001,        kg m-2 s-1 kg m-2 s-1,Variance_of_BCSV001
Var_DUEM003,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUEM003
Var_DUEM004,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUEM004
Var_DUEM002,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUEM002
Var_OCEM001,        kg m-2 s-1 kg m-2 s-1,Variance_of_OCEM001
DUSV005,            kg m-2 s-1,     Dust Convective Scavenging Bin 005
DUEXTTFM,           1,              Dust Extinction AOT [550 nm] - PM 1.0 um
BCDP002,            kg m-2 s-1,     Black Carbon Dry Deposition Bin 002
SUEM004,            kg m-2 s-1,     Sulfate Emission Bin 004 
SSDP003,            kg m-2 s-1,     Sea Salt Dry Deposition Bin 003
Var_SSEM001,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSEM001
Var_SO2EMAN,        kg m-2 s-1 kg m-2 s-1,Variance_of_SO2EMAN
SUDP001,            kg m-2 s-1,     Sulfate Dry Deposition Bin 001 
Var_DUWT004,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUWT004
SSWT002,            kg m-2 s-1,     Sea Salt Wet Deposition Bin 002
DUSD001,            kg m-2 s-1,     Dust Sedimentation Bin 001
Var_SSSD003,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSSD003
BCSV001,            kg m-2 s-1,     Black Carbon Convective Scavenging Bin 001
Var_OCSV002,        kg m-2 s-1 kg m-2 s-1,Variance_of_OCSV002
Var_SSSV001,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSSV001
SSEM003,            kg m-2 s-1,     Sea Salt Emission Bin 003
Var_DUWT001,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUWT001
DUSV003,            kg m-2 s-1,     Dust Convective Scavenging Bin 003
Var_SSAERIDX,       1 1,            Variance_of_SSAERIDX
Var_OCDP001,        kg m-2 s-1 kg m-2 s-1,Variance_of_OCDP001
Var_DUEM001,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUEM001
SSSV005,            kg m-2 s-1,     Sea Salt Convective Scavenging Bin 005
OCEMBG,             kg m-2 s-1,     Organic Carbon Biogenic Emissions 
DUDP005,            kg m-2 s-1,     Dust Dry Deposition Bin 005
DUAERIDX,           1,              Dust TOMS UV Aerosol Index
OCWT002,            kg m-2 s-1,     Organic Carbon Wet Deposition Bin 002 
SUSV003,            kg m-2 s-1,     Sulfate Convective Scavenging Bin 003 
SSWT003,            kg m-2 s-1,     Sea Salt Wet Deposition Bin 003
Var_BCEMAN,         kg m-2 s-1 kg m-2 s-1,Variance_of_BCEMAN
DUEM002,            kg m-2 s-1,     Dust Emission Bin 002
Var_SUPSO4G,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUPSO4G
Var_DUAERIDX,       1 1,            Variance_of_DUAERIDX
Var_SUDP004,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUDP004
SSWT005,            kg m-2 s-1,     Sea Salt Wet Deposition Bin 005
Var_SUEM002,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUEM002
Var_SUSD002,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUSD002
Var_DUSV003,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUSV003
Var_SSSCATFM,       1 1,            Variance_of_SSSCATFM
Var_DUEXTTFM,       1 1,            Variance_of_DUEXTTFM
Var_BCEM002,        kg m-2 s-1 kg m-2 s-1,Variance_of_BCEM002
SO2EMAN,            kg m-2 s-1,     SO2 Anthropogenic Emissions 
SSSV002,            kg m-2 s-1,     Sea Salt Convective Scavenging Bin 002
DUSV004,            kg m-2 s-1,     Dust Convective Scavenging Bin 004
SSDP001,            kg m-2 s-1,     Sea Salt Dry Deposition Bin 001
Var_SSDP001,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSDP001
SSEM005,            kg m-2 s-1,     Sea Salt Emission Bin 005
Var_BCSD001,        kg m-2 s-1 kg m-2 s-1,Variance_of_BCSD001
SUSV002,            kg m-2 s-1,     Sulfate Convective Scavenging Bin 002 
DUWT004,            kg m-2 s-1,     Dust Wet Deposition Bin 004
Var_BCDP001,        kg m-2 s-1 kg m-2 s-1,Variance_of_BCDP001
BCEM002,            kg m-2 s-1,     Black Carbon Emission Bin 002
Var_DUDP002,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUDP002
SUSD001,            kg m-2 s-1,     Sulfate Settling Bin 001 
SO2EMVN,            kg m-2 s-1,     SO2 Volcanic (non-explosive) Emissions 
Var_DUWT003,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUWT003
Var_SSSD002,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSSD002
Var_SSWT003,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSWT003
Var_OCDP002,        kg m-2 s-1 kg m-2 s-1,Variance_of_OCDP002
Var_DUSV004,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUSV004
Var_SSSD004,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSSD004
Var_DUDP005,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUDP005
SSEM002,            kg m-2 s-1,     Sea Salt Emission Bin 002
SSWT004,            kg m-2 s-1,     Sea Salt Wet Deposition Bin 004
BCSV002,            kg m-2 s-1,     Black Carbon Convective Scavenging Bin 002
SSSD004,            kg m-2 s-1,     Sea Salt Sedimentation Bin 004
Var_SUEM003,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUEM003
Var_OCWT001,        kg m-2 s-1 kg m-2 s-1,Variance_of_OCWT001
Var_SSSD001,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSSD001
SUWT003,            kg m-2 s-1,     Sulfate Wet Deposition Bin 003 
DUDP002,            kg m-2 s-1,     Dust Dry Deposition Bin 002
SO4EMAN,            kg m-2 s-1,     SO4 Anthropogenic Emissions 
OCSD002,            kg m-2 s-1,     Organic Carbon Sedimentation Bin 002 
Var_SUWT001,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUWT001
Var_BCEMBF,         kg m-2 s-1 kg m-2 s-1,Variance_of_BCEMBF
Var_SSDP005,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSDP005
Var_DUSV001,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUSV001
Var_BCSV002,        kg m-2 s-1 kg m-2 s-1,Variance_of_BCSV002
Var_OCEMBB,         kg m-2 s-1 kg m-2 s-1,Variance_of_OCEMBB
DUSD004,            kg m-2 s-1,     Dust Sedimentation Bin 004
SO2EMBB,            kg m-2 s-1,     SO2 Biomass Burning Emissions 
OCEMAN,             kg m-2 s-1,     Organic Carbon Anthropogenic Emissions 
OCSV002,            kg m-2 s-1,     Organic Carbon Convective Scavenging Bin 002 
Var_DUDP004,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUDP004
Var_SUWT004,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUWT004
Var_SSSV005,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSSV005
Var_SSSD005,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSSD005
BCWT002,            kg m-2 s-1,     Black Carbon Wet Deposition Bin 002
Var_SUWT003,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUWT003
DUDP003,            kg m-2 s-1,     Dust Dry Deposition Bin 003
DUSV002,            kg m-2 s-1,     Dust Convective Scavenging Bin 002
SUPSO4AQ,           kg m-2 s-1,     SO4 Prod from Aqueous SO2 Oxidation [column] 
Var_SSWT001,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSWT001
SUWT002,            kg m-2 s-1,     Sulfate Wet Deposition Bin 002 
BCHYPHIL,           kg m-2 s-1,     Black Carbon Hydrophobic to Hydrophilic
DUSD002,            kg m-2 s-1,     Dust Sedimentation Bin 002
Var_SUDP003,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUDP003
Var_SSDP004,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSDP004
BCEMAN,             kg m-2 s-1,     Black Carbon Anthropogenic Emissions
SSDP004,            kg m-2 s-1,     Sea Salt Dry Deposition Bin 004
OCSV001,            kg m-2 s-1,     Organic Carbon Convective Scavenging Bin 001 
Var_SSEM005,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSEM005
Var_DUSD003,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUSD003
Var_SUPSO2,         kg m-2 s-1 kg m-2 s-1,Variance_of_SUPSO2
SSSV001,            kg m-2 s-1,     Sea Salt Convective Scavenging Bin 001
Var_DUSV005,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUSV005
DUEM003,            kg m-2 s-1,     Dust Emission Bin 003
Var_DUSD004,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUSD004
SUEM002,            kg m-2 s-1,     Sulfate Emission Bin 002 
SSEM004,            kg m-2 s-1,     Sea Salt Emission Bin 004
SSWT001,            kg m-2 s-1,     Sea Salt Wet Deposition Bin 001
OCEM001,            kg m-2 s-1,     Organic Carbon Emission Bin 001 
SUPSO4WT,           kg m-2 s-1,     SO4 Prod from Aqueous SO2 Oxidation (wet dep) [column] 
SSEM001,            kg m-2 s-1,     Sea Salt Emission Bin 001
SO2EMVE,            kg m-2 s-1,     SO2 Volcanic (explosive) Emissions 
SUSV001,            kg m-2 s-1,     Sulfate Convective Scavenging Bin 001 
Var_OCSD002,        kg m-2 s-1 kg m-2 s-1,Variance_of_OCSD002
SSSV004,            kg m-2 s-1,     Sea Salt Convective Scavenging Bin 004
SUWT004,            kg m-2 s-1,     Sulfate Wet Deposition Bin 004 
DUWT005,            kg m-2 s-1,     Dust Wet Deposition Bin 005
DUEM005,            kg m-2 s-1,     Dust Emission Bin 005
SUWT001,            kg m-2 s-1,     Sulfate Wet Deposition Bin 001 
Var_DUDP003,        kg m-2 s-1 kg m-2 s-1,Variance_of_DUDP003
SUDP004,            kg m-2 s-1,     Sulfate Dry Deposition Bin 004 
OCEMBB,             kg m-2 s-1,     Organic Carbon Biomass Burning Emissions 
Var_SUSV004,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUSV004
Var_SSSV004,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSSV004
Var_OCWT002,        kg m-2 s-1 kg m-2 s-1,Variance_of_OCWT002
BCDP001,            kg m-2 s-1,     Black Carbon Dry Deposition Bin 001
Var_BCEMBB,         kg m-2 s-1 kg m-2 s-1,Variance_of_BCEMBB
Var_DUSCATFM,       1 1,            Variance_of_DUSCATFM
Var_SUDP002,        kg m-2 s-1 kg m-2 s-1,Variance_of_SUDP002
Var_SUPSO4WT,       kg m-2 s-1 kg m-2 s-1,Variance_of_SUPSO4WT
DUDP004,            kg m-2 s-1,     Dust Dry Deposition Bin 004
SSEXTTFM,           1,              Sea Salt Extinction AOT [550 nm] - PM 1.0 um
Var_SO4EMAN,        kg m-2 s-1 kg m-2 s-1,Variance_of_SO4EMAN
Var_SSDP003,        kg m-2 s-1 kg m-2 s-1,Variance_of_SSDP003
SSSD003,            kg m-2 s-1,     Sea Salt Sedimentation Bin 003
